province_id | province_name   | ward_id | ward_name               | data_full_uploaded | data_no_full_uploaded | total_uploaded
1           | TP. Hà Nội      | 836     | Yên Bài                 | 0                  | 7                     | 7
1           | TP. Hà Nội      | 686     | Yên Hòa                 | 112                | 0                     | 112
1           | TP. Hà Nội      | 783     | Yên Lãng                | 0                  | 2                     | 2
1           | TP. Hà Nội      | 893     | Yên Nghĩa               | 33                 | 14                    | 47
1           | TP. Hà Nội      | 21504   | Yên Sở                  | 0                  | 0                     | 0
1           | TP. Hà Nội      | 972     | Yên Xuân                | 2                  | 9                     | 11
4           | Vĩnh Long       | 2865    | An Bình                | 10                 | 8                     | 18
4           | Vĩnh Long       | 10942   | An Định                 | 2                  | 1                     | 3
4           | Vĩnh Long       | 2867    | An Hiệp                 | 0                  | 1                     | 1
4           | Vĩnh Long       | 2969    | An Hội                  | 49                 | 16                    | 65
4           | Vĩnh Long       | 2870    | An Ngãi Trung           | 1                  | 0                     | 1
4           | Vĩnh Long       | 10431   | An Phú Tân             | 2                  | 0                     | 2
4           | Vĩnh Long       | 2977    | An Qui                  | 2                  | 1                     | 3
4           | Vĩnh Long       | 10417   | An Trường              | 0                  | 1                     | 1
4           | Vĩnh Long       | 20673   | Ba Tri                  | 0                  | 1                     | 1
4           | Vĩnh Long       | 2873    | Bảo Thạnh               | 1                  | 0                     | 1
4           | Vĩnh Long       | 10937   | Bến Tre                 | 55                 | 22                    | 77
4           | Vĩnh Long       | 20675   | Bình Đại                | 2                  | 3                     | 5
4           | Vĩnh Long       | 1781    | Bình Minh              | 24                 | 11                    | 35
4           | Vĩnh Long       | 10419   | Bình Phú              | 1                  | 5                     | 6
4           | Vĩnh Long       | 1797    | Bình Phước            | 13                 | 7                     | 20
4           | Vĩnh Long       | 1816    | Cái Ngang               | 20                 | 2                     | 22
4           | Vĩnh Long       | 1798    | Cái Nhum               | 12                 | 13                    | 25
4           | Vĩnh Long       | 1780    | Cái Vồn               | 358                | 16                    | 374
4           | Vĩnh Long       | 10420   | Càng Long              | 2                  | 2                     | 4
4           | Vĩnh Long       | 20712   | Cầu Kè                | 2                  | 3                     | 5
4           | Vĩnh Long       | 20713   | Cầu Ngang              | 2                  | 0                     | 2
4           | Vĩnh Long       | 2957    | Châu Hòa                | 0                  | 4                     | 4
4           | Vĩnh Long       | 2905    | Châu Hưng               | 5                  | 5                     | 10
4           | Vĩnh Long       | 10454   | Châu Thành             | 0                  | 7                     | 7
4           | Vĩnh Long       | 20677   | Chợ Lách                | 1                  | 11                    | 12
4           | Vĩnh Long       | 20709   | Duyên Hải              | 3                  | 3                     | 6
4           | Vĩnh Long       | 10486   | Đại An                 | 0                  | 1                     | 1
4           | Vĩnh Long       | 2981    | Đại Điền                | 9                  | 0                     | 9
4           | Vĩnh Long       | 10488   | Đôn Châu                | 0                  | 2                     | 2
4           | Vĩnh Long       | 10467   | Đông Hải                | 0                  | 1                     | 1
4           | Vĩnh Long       | 10953   | Đồng Khởi               | 1                  | 3                     | 4
4           | Vĩnh Long       | 1779    | Đông Thành              | 31                 | 27                    | 58
4           | Vĩnh Long       | 2927    | Giao Long               | 21                 | 15                    | 36
4           | Vĩnh Long       | 20679   | Giồng Trôm              | 1                  | 1                     | 2
4           | Vĩnh Long       | 10490   | Hàm Giang              | 0                  | 0                     | 0
4           | Vĩnh Long       | 20714   | Hiệp Mỹ               | 1                  | 0                     | 1
4           | Vĩnh Long       | 1851    | Hiếu Phụng              | 3                  | 1                     | 4
4           | Vĩnh Long       | 1852    | Hiếu Thành             | 6                  | 1                     | 7
4           | Vĩnh Long       | 1825    | Hòa Bình                | 10                 | 1                     | 11
4           | Vĩnh Long       | 1811    | Hòa Hiệp                | 16                 | 7                     | 23
4           | Vĩnh Long       | 10456   | Hòa Minh                | 1                  | 0                     | 1
4           | Vĩnh Long       | 10457   | Hoà Thuận             | 4                  | 4                     | 8
4           | Vĩnh Long       | 10478   | Hùng Hoà              | 1                  | 2                     | 3
4           | Vĩnh Long       | 2944    | Hưng Khánh Trung        | 0                  | 3                     | 3
4           | Vĩnh Long       | 10458   | Hưng Mỹ                | 2                  | 2                     | 4
4           | Vĩnh Long       | 2960    | Hưng Nhượng             | 1                  | 1                     | 2
4           | Vĩnh Long       | 10955   | Hương Mỹ                | 4                  | 1                     | 5
4           | Vĩnh Long       | 2908    | Lộc Thuận               | 0                  | 3                     | 3
4           | Vĩnh Long       | 1841    | Long Châu               | 162                | 51                    | 213
